t,plant,axis,phytomer,organ,element,Ag,An,Rd,Tr,Ts,gs
32,1,MS,4,Peduncle,enclosed,0.053095,-0.125077,0.178171,0,12.085763,0.052182
32,1,MS,4,Peduncle,exposed,1.228346,0.784039,0.444308,0,12.439568,0.075885
32,1,MS,5,Chaff,exposed,3.663899,3.062848,0.601051,0,12.993043,0.105265
33,1,MS,1,Internode,enclosed,0,-0.183515,0.183515,0,12.025304,0.05
33,1,MS,1,Internode,exposed,0.423803,-0.396757,0.82056,0,12.202839,0.057504
33,1,MS,1,Lamina,exposed,3.363638,3.228794,0.134844,0,13.48595,0.15305
33,1,MS,1,Sheath,exposed,1.188282,0.606968,0.581314,0,12.524507,0.072309
33,1,MS,2,Internode,exposed,0.064087,-0.368771,0.432858,0,12.16928,0.05169
33,1,MS,2,Lamina,exposed,0.78011,0.645436,0.134673,0,12.429866,0.080965
33,1,MS,2,Sheath,exposed,0.121517,-0.229617,0.351134,0,12.249075,0.053525
33,1,MS,3,Internode,exposed,0,-0.524936,0.524936,0,12.109896,0.05
33,1,MS,3,Lamina,exposed,0.202016,0.083626,0.11839,0,12.10375,0.059663
33,1,MS,3,Sheath,exposed,0.052202,-0.109327,0.161529,0,12.259541,0.052262
33,1,MS,4,Peduncle,enclosed,0.158475,-0.011697,0.170171,0,12.218636,0.056499
33,1,MS,4,Peduncle,exposed,2.259759,1.915295,0.344464,0,12.840253,0.097859
33,1,MS,5,Chaff,exposed,6.538262,6.038655,0.499607,0,13.604699,0.149169
34,1,MS,1,Internode,enclosed,0,-0.183515,0.183515,0,12.025304,0.05
34,1,MS,1,Internode,exposed,0.423803,-0.396757,0.82056,0,12.202839,0.057504
34,1,MS,1,Lamina,exposed,3.363638,3.228794,0.134844,0,13.48595,0.15305
34,1,MS,1,Sheath,exposed,1.188282,0.606968,0.581314,0,12.524507,0.072309
34,1,MS,2,Internode,exposed,0.064087,-0.368771,0.432858,0,12.16928,0.05169
34,1,MS,2,Lamina,exposed,0.78011,0.645436,0.134673,0,12.429866,0.080965
34,1,MS,2,Sheath,exposed,0.121517,-0.229617,0.351134,0,12.249075,0.053525
34,1,MS,3,Internode,exposed,0,-0.524936,0.524936,0,12.109896,0.05
34,1,MS,3,Lamina,exposed,0.202016,0.083626,0.11839,0,12.10375,0.059663
34,1,MS,3,Sheath,exposed,0.052202,-0.109327,0.161529,0,12.259541,0.052262
34,1,MS,4,Peduncle,enclosed,0.158475,-0.011697,0.170171,0,12.218636,0.056499
34,1,MS,4,Peduncle,exposed,2.259759,1.915295,0.344464,0,12.840253,0.097859
34,1,MS,5,Chaff,exposed,6.538262,6.038655,0.499607,0,13.604699,0.149169
35,1,MS,1,Internode,enclosed,0,-0.191331,0.191331,0,12.529007,0.05
35,1,MS,1,Internode,exposed,0.587074,-0.208618,0.795692,0,12.670783,0.060437
35,1,MS,1,Lamina,exposed,4.519387,4.393032,0.126355,0,13.706724,0.189243
35,1,MS,1,Sheath,exposed,1.718661,1.206782,0.51188,0,12.916572,0.08236
35,1,MS,2,Internode,exposed,0.064111,-0.388934,0.453046,0,12.628606,0.051678
35,1,MS,2,Lamina,exposed,1.074866,0.954037,0.120829,0,12.867871,0.092856
35,1,MS,2,Sheath,exposed,0.241141,-0.099799,0.34094,0,12.705175,0.057003
35,1,MS,3,Internode,exposed,0,-0.550817,0.550817,0,12.58902,0.05
35,1,MS,3,Lamina,exposed,0.299871,0.18495,0.114921,0,12.612886,0.064398
35,1,MS,3,Sheath,exposed,0.052021,-0.114574,0.166595,0,12.69256,0.052253
35,1,MS,4,Peduncle,enclosed,0.210208,0.038827,0.171381,0,12.67113,0.058599
35,1,MS,4,Peduncle,exposed,3.055399,2.75224,0.303159,0,13.19877,0.115007
35,1,MS,5,Chaff,exposed,8.966713,8.487781,0.478932,0,13.790024,0.18668
36,1,MS,1,Internode,enclosed,0,-0.191331,0.191331,0,12.529007,0.05
36,1,MS,1,Internode,exposed,0.587074,-0.208618,0.795692,0,12.670783,0.060437
36,1,MS,1,Lamina,exposed,4.519387,4.393032,0.126355,0,13.706724,0.189243
36,1,MS,1,Sheath,exposed,1.718661,1.206782,0.51188,0,12.916572,0.08236
36,1,MS,2,Internode,exposed,0.064111,-0.388934,0.453046,0,12.628606,0.051678
36,1,MS,2,Lamina,exposed,1.074866,0.954037,0.120829,0,12.867871,0.092856
36,1,MS,2,Sheath,exposed,0.241141,-0.099799,0.34094,0,12.705175,0.057003
36,1,MS,3,Internode,exposed,0,-0.550817,0.550817,0,12.58902,0.05
36,1,MS,3,Lamina,exposed,0.299871,0.18495,0.114921,0,12.612886,0.064398
36,1,MS,3,Sheath,exposed,0.052021,-0.114574,0.166595,0,12.69256,0.052253
36,1,MS,4,Peduncle,enclosed,0.210208,0.038827,0.171381,0,12.67113,0.058599
36,1,MS,4,Peduncle,exposed,3.055399,2.75224,0.303159,0,13.19877,0.115007
36,1,MS,5,Chaff,exposed,8.966713,8.487781,0.478932,0,13.790024,0.18668
37,1,MS,1,Internode,enclosed,0,-0.220522,0.220522,0.000001,14.500018,0.05
37,1,MS,1,Internode,exposed,0.657411,-0.221576,0.878987,0.000001,14.627828,0.061261
37,1,MS,1,Lamina,exposed,5.165754,5.026496,0.139258,0.000003,15.530755,0.203545
37,1,MS,1,Sheath,exposed,1.910774,1.360969,0.549805,0.000002,14.858003,0.08462
37,1,MS,2,Internode,exposed,0.126425,-0.383674,0.510099,0.000001,14.611793,0.053155
37,1,MS,2,Lamina,exposed,1.203437,1.074588,0.128849,0.000002,14.773912,0.09625
37,1,MS,2,Sheath,exposed,0.237099,-0.1521,0.389199,0.000001,14.672847,0.056616
37,1,MS,3,Internode,exposed,0,-0.639719,0.639719,0.000001,14.564963,0.05
37,1,MS,3,Lamina,exposed,0.343147,0.216326,0.126821,0.000001,14.55995,0.065871
37,1,MS,3,Sheath,exposed,0.051145,-0.139758,0.190903,0.000001,14.672682,0.052125
37,1,MS,4,Peduncle,enclosed,0.258079,0.066575,0.191504,0.000001,14.640048,0.06011
37,1,MS,4,Peduncle,exposed,3.455091,3.13273,0.322361,0.000002,15.08178,0.120856
37,1,MS,5,Chaff,exposed,10.088739,9.554159,0.534581,0.000003,15.61979,0.198142
38,1,MS,1,Internode,enclosed,0,-0.220522,0.220522,0.000001,14.500018,0.05
38,1,MS,1,Internode,exposed,0.657411,-0.221576,0.878987,0.000001,14.627828,0.061261
38,1,MS,1,Lamina,exposed,5.165754,5.026496,0.139258,0.000003,15.530755,0.203545
38,1,MS,1,Sheath,exposed,1.910774,1.360969,0.549805,0.000002,14.858003,0.08462
38,1,MS,2,Internode,exposed,0.126425,-0.383674,0.510099,0.000001,14.611793,0.053155
38,1,MS,2,Lamina,exposed,1.203437,1.074588,0.128849,0.000002,14.773912,0.09625
38,1,MS,2,Sheath,exposed,0.237099,-0.1521,0.389199,0.000001,14.672847,0.056616
38,1,MS,3,Internode,exposed,0,-0.639719,0.639719,0.000001,14.564963,0.05
38,1,MS,3,Lamina,exposed,0.343147,0.216326,0.126821,0.000001,14.55995,0.065871
38,1,MS,3,Sheath,exposed,0.051145,-0.139758,0.190903,0.000001,14.672682,0.052125
38,1,MS,4,Peduncle,enclosed,0.258079,0.066575,0.191504,0.000001,14.640048,0.06011
38,1,MS,4,Peduncle,exposed,3.455091,3.13273,0.322361,0.000002,15.08178,0.120856
38,1,MS,5,Chaff,exposed,10.088739,9.554159,0.534581,0.000003,15.61979,0.198142
39,1,MS,1,Internode,enclosed,0.051947,-0.176863,0.22881,0.000001,15.219032,0.051993
39,1,MS,1,Internode,exposed,1.129248,0.336547,0.792702,0.000002,15.415304,0.069197
39,1,MS,1,Lamina,exposed,8.032658,7.880536,0.152121,0.000005,17.094658,0.285891
39,1,MS,1,Sheath,exposed,3.201279,2.746022,0.455258,0.000003,15.752954,0.107481
39,1,MS,2,Internode,exposed,0.189174,-0.340919,0.530093,0.000001,15.34364,0.054627
39,1,MS,2,Lamina,exposed,1.990528,1.882439,0.108089,0.000003,15.685322,0.125427
39,1,MS,2,Sheath,exposed,0.410657,0.032355,0.378302,0.000002,15.427294,0.06131
39,1,MS,3,Internode,exposed,0.066895,-0.597217,0.664112,0.000001,15.292455,0.051498
39,1,MS,3,Lamina,exposed,0.578478,0.459823,0.118655,0.000002,15.320547,0.07633
39,1,MS,3,Sheath,exposed,0.152044,-0.040178,0.192222,0.000001,15.417709,0.056203
39,1,MS,4,Peduncle,enclosed,0.408992,0.219971,0.189021,0.000002,15.389282,0.065708
39,1,MS,4,Peduncle,exposed,5.619251,5.316254,0.302997,0.000004,16.264335,0.16433
39,1,MS,5,Chaff,exposed,16.015039,15.429303,0.585736,0.000006,17.22618,0.284091
40,1,MS,1,Internode,enclosed,0.051947,-0.176863,0.22881,0.000001,15.219032,0.051993
40,1,MS,1,Internode,exposed,1.129248,0.336547,0.792702,0.000002,15.415304,0.069197
40,1,MS,1,Lamina,exposed,8.032658,7.880536,0.152121,0.000005,17.094658,0.285891
40,1,MS,1,Sheath,exposed,3.201279,2.746022,0.455258,0.000003,15.752954,0.107481
40,1,MS,2,Internode,exposed,0.189174,-0.340919,0.530093,0.000001,15.34364,0.054627
40,1,MS,2,Lamina,exposed,1.990528,1.882439,0.108089,0.000003,15.685322,0.125427
40,1,MS,2,Sheath,exposed,0.410657,0.032355,0.378302,0.000002,15.427294,0.06131
40,1,MS,3,Internode,exposed,0.066895,-0.597217,0.664112,0.000001,15.292455,0.051498
40,1,MS,3,Lamina,exposed,0.578478,0.459823,0.118655,0.000002,15.320547,0.07633
40,1,MS,3,Sheath,exposed,0.152044,-0.040178,0.192222,0.000001,15.417709,0.056203
40,1,MS,4,Peduncle,enclosed,0.408992,0.219971,0.189021,0.000002,15.389282,0.065708
40,1,MS,4,Peduncle,exposed,5.619251,5.316254,0.302997,0.000004,16.264335,0.16433
40,1,MS,5,Chaff,exposed,16.015039,15.429303,0.585736,0.000006,17.22618,0.284091
41,1,MS,1,Internode,enclosed,0.051651,-0.191246,0.242897,0,15.9832,0.052056
41,1,MS,1,Internode,exposed,0.883217,-0.006611,0.889828,0,16.148227,0.065697
41,1,MS,1,Lamina,exposed,6.406647,6.250729,0.155919,0.000001,17.52914,0.246684
41,1,MS,1,Sheath,exposed,2.461925,1.927229,0.534696,0.000001,16.41913,0.096111
41,1,MS,2,Internode,exposed,0.126128,-0.455848,0.581977,0,16.072451,0.053189
41,1,MS,2,Lamina,exposed,1.518711,1.390963,0.127748,0.000001,16.396824,0.110175
41,1,MS,2,Sheath,exposed,0.350225,-0.057656,0.40788,0,16.150276,0.060053
41,1,MS,3,Internode,exposed,0,-0.730957,0.730957,0,16.02509,0.05
41,1,MS,3,Lamina,exposed,0.433688,0.299758,0.13393,0,16.084196,0.070625
41,1,MS,3,Sheath,exposed,0.100979,-0.107571,0.20855,0,16.129402,0.054283
41,1,MS,4,Peduncle,enclosed,0.306252,0.095073,0.211178,0,16.120108,0.062212
41,1,MS,4,Peduncle,exposed,4.342619,4.011978,0.330642,0.000001,16.857027,0.142255
41,1,MS,5,Chaff,exposed,12.564,11.962841,0.601159,0.000001,17.611157,0.241031
42,1,MS,1,Internode,enclosed,0.051651,-0.191246,0.242897,0,15.9832,0.052056
42,1,MS,1,Internode,exposed,0.883217,-0.006611,0.889828,0,16.148227,0.065697
42,1,MS,1,Lamina,exposed,6.406647,6.250729,0.155919,0.000001,17.52914,0.246684
42,1,MS,1,Sheath,exposed,2.461925,1.927229,0.534696,0.000001,16.41913,0.096111
42,1,MS,2,Internode,exposed,0.126128,-0.455848,0.581977,0,16.072451,0.053189
42,1,MS,2,Lamina,exposed,1.518711,1.390963,0.127748,0.000001,16.396824,0.110175
42,1,MS,2,Sheath,exposed,0.350225,-0.057656,0.40788,0,16.150276,0.060053
42,1,MS,3,Internode,exposed,0,-0.730957,0.730957,0,16.02509,0.05
42,1,MS,3,Lamina,exposed,0.433688,0.299758,0.13393,0,16.084196,0.070625
42,1,MS,3,Sheath,exposed,0.100979,-0.107571,0.20855,0,16.129402,0.054283
42,1,MS,4,Peduncle,enclosed,0.306252,0.095073,0.211178,0,16.120108,0.062212
42,1,MS,4,Peduncle,exposed,4.342619,4.011978,0.330642,0.000001,16.857027,0.142255
42,1,MS,5,Chaff,exposed,12.564,11.962841,0.601159,0.000001,17.611157,0.241031
43,1,MS,1,Internode,enclosed,0,-0.243595,0.243595,0,15.373227,0.05
43,1,MS,1,Internode,exposed,0.163856,-0.92627,1.090127,0.000001,15.500439,0.05289
43,1,MS,1,Lamina,exposed,1.53552,1.313667,0.221853,0.000001,16.24493,0.096627
43,1,MS,1,Sheath,exposed,0.543088,-0.334784,0.877872,0.000001,15.800903,0.060063
43,1,MS,2,Internode,exposed,0,-0.607258,0.607258,0,15.518662,0.05
43,1,MS,2,Lamina,exposed,0.358597,0.157687,0.20091,0.000001,15.615536,0.0641
43,1,MS,2,Sheath,exposed,0.059177,-0.397411,0.456588,0.000001,15.616395,0.051681
43,1,MS,3,Internode,exposed,0,-0.71882,0.71882,0,15.473604,0.05
43,1,MS,3,Lamina,exposed,0.098514,-0.057023,0.155537,0.000001,15.394999,0.054649
43,1,MS,3,Sheath,exposed,0,-0.215865,0.215865,0.000001,15.6301,0.05
43,1,MS,4,Peduncle,enclosed,0.051891,-0.185937,0.237828,0.000001,15.55176,0.05204
43,1,MS,4,Peduncle,exposed,0.97383,0.392779,0.581051,0.000001,15.837813,0.070467
43,1,MS,5,Chaff,exposed,2.995143,2.193641,0.801502,0.000001,16.387017,0.094688
44,1,MS,1,Internode,enclosed,0,-0.243595,0.243595,0,15.373227,0.05
44,1,MS,1,Internode,exposed,0.163856,-0.92627,1.090127,0.000001,15.500439,0.05289
44,1,MS,1,Lamina,exposed,1.53552,1.313667,0.221853,0.000001,16.24493,0.096627
44,1,MS,1,Sheath,exposed,0.543088,-0.334784,0.877872,0.000001,15.800903,0.060063
44,1,MS,2,Internode,exposed,0,-0.607258,0.607258,0,15.518662,0.05
44,1,MS,2,Lamina,exposed,0.358597,0.157687,0.20091,0.000001,15.615536,0.0641
44,1,MS,2,Sheath,exposed,0.059177,-0.397411,0.456588,0.000001,15.616395,0.051681
44,1,MS,3,Internode,exposed,0,-0.71882,0.71882,0,15.473604,0.05
44,1,MS,3,Lamina,exposed,0.098514,-0.057023,0.155537,0.000001,15.394999,0.054649
44,1,MS,3,Sheath,exposed,0,-0.215865,0.215865,0.000001,15.6301,0.05
44,1,MS,4,Peduncle,enclosed,0.051891,-0.185937,0.237828,0.000001,15.55176,0.05204
44,1,MS,4,Peduncle,exposed,0.97383,0.392779,0.581051,0.000001,15.837813,0.070467
44,1,MS,5,Chaff,exposed,2.995143,2.193641,0.801502,0.000001,16.387017,0.094688
45,1,MS,1,Internode,enclosed,0,-0.213104,0.213104,0,13.285475,0.05
45,1,MS,1,Internode,exposed,0,-0.990855,0.990855,0,13.324706,0.05
45,1,MS,1,Lamina,exposed,0.23207,-0.081261,0.313331,0.000001,13.406123,0.057069
45,1,MS,1,Sheath,exposed,0.079876,-0.806649,0.886525,0,13.443837,0.051482
45,1,MS,2,Internode,exposed,0,-0.532305,0.532305,0,13.366172,0.05
45,1,MS,2,Lamina,exposed,0.052882,-0.1499,0.202782,0,13.331391,0.052086
45,1,MS,2,Sheath,exposed,0,-0.404848,0.404848,0,13.407338,0.05
45,1,MS,3,Internode,exposed,0,-0.631604,0.631604,0,13.341207,0.05
45,1,MS,3,Lamina,exposed,0,-0.142086,0.142086,0,13.277228,0.05
45,1,MS,3,Sheath,exposed,0,-0.186855,0.186855,0,13.427772,0.05
45,1,MS,4,Peduncle,enclosed,0,-0.213017,0.213017,0,13.370795,0.05
45,1,MS,4,Peduncle,exposed,0.144564,-0.528004,0.672568,0,13.341617,0.053045
45,1,MS,5,Chaff,exposed,0.484919,-0.702292,1.187211,0.000001,13.450359,0.057227
46,1,MS,1,Internode,enclosed,0,-0.213104,0.213104,0,13.285475,0.05
46,1,MS,1,Internode,exposed,0,-0.990855,0.990855,0,13.324706,0.05
46,1,MS,1,Lamina,exposed,0.23207,-0.081261,0.313331,0.000001,13.406123,0.057069
46,1,MS,1,Sheath,exposed,0.079876,-0.806649,0.886525,0,13.443837,0.051482
46,1,MS,2,Internode,exposed,0,-0.532305,0.532305,0,13.366172,0.05
46,1,MS,2,Lamina,exposed,0.052882,-0.1499,0.202782,0,13.331391,0.052086
46,1,MS,2,Sheath,exposed,0,-0.404848,0.404848,0,13.407338,0.05
46,1,MS,3,Internode,exposed,0,-0.631604,0.631604,0,13.341207,0.05
46,1,MS,3,Lamina,exposed,0,-0.142086,0.142086,0,13.277228,0.05
46,1,MS,3,Sheath,exposed,0,-0.186855,0.186855,0,13.427772,0.05
46,1,MS,4,Peduncle,enclosed,0,-0.213017,0.213017,0,13.370795,0.05
46,1,MS,4,Peduncle,exposed,0.144564,-0.528004,0.672568,0,13.341617,0.053045
46,1,MS,5,Chaff,exposed,0.484919,-0.702292,1.187211,0.000001,13.450359,0.057227
47,1,MS,1,Internode,enclosed,0,-0.199057,0.199057,0.000001,12.115957,0.05
47,1,MS,1,Internode,exposed,0,-0.909675,0.909675,0.000001,12.161865,0.05
47,1,MS,1,Lamina,exposed,0,-0.322869,0.322869,0.000001,12.216399,0.05
47,1,MS,1,Sheath,exposed,0,-0.842559,0.842559,0.000001,12.293353,0.05
47,1,MS,2,Internode,exposed,0,-0.500111,0.500111,0.000001,12.21048,0.05
47,1,MS,2,Lamina,exposed,0,-0.191744,0.191744,0.000001,12.158646,0.05
47,1,MS,2,Sheath,exposed,0,-0.374683,0.374683,0.000001,12.258839,0.05
47,1,MS,3,Internode,exposed,0,-0.594,0.594,0.000001,12.181199,0.05
47,1,MS,3,Lamina,exposed,0,-0.130724,0.130724,0.000001,12.107051,0.05
47,1,MS,3,Sheath,exposed,0,-0.174112,0.174112,0.000001,12.28288,0.05
47,1,MS,4,Peduncle,enclosed,0,-0.198788,0.198788,0.000001,12.215906,0.05
47,1,MS,4,Peduncle,exposed,0,-0.655265,0.655265,0.000001,12.157382,0.05
47,1,MS,5,Chaff,exposed,0,-1.265705,1.265705,0.000001,12.262915,0.05
48,1,MS,1,Internode,enclosed,0,-0.199057,0.199057,0.000001,12.115957,0.05
48,1,MS,1,Internode,exposed,0,-0.909675,0.909675,0.000001,12.161865,0.05
48,1,MS,1,Lamina,exposed,0,-0.322869,0.322869,0.000001,12.216399,0.05
48,1,MS,1,Sheath,exposed,0,-0.842559,0.842559,0.000001,12.293353,0.05
48,1,MS,2,Internode,exposed,0,-0.500111,0.500111,0.000001,12.21048,0.05
48,1,MS,2,Lamina,exposed,0,-0.191744,0.191744,0.000001,12.158646,0.05
48,1,MS,2,Sheath,exposed,0,-0.374683,0.374683,0.000001,12.258839,0.05
48,1,MS,3,Internode,exposed,0,-0.594,0.594,0.000001,12.181199,0.05
48,1,MS,3,Lamina,exposed,0,-0.130724,0.130724,0.000001,12.107051,0.05
48,1,MS,3,Sheath,exposed,0,-0.174112,0.174112,0.000001,12.28288,0.05
48,1,MS,4,Peduncle,enclosed,0,-0.198788,0.198788,0.000001,12.215906,0.05
48,1,MS,4,Peduncle,exposed,0,-0.655265,0.655265,0.000001,12.157382,0.05
48,1,MS,5,Chaff,exposed,0,-1.265705,1.265705,0.000001,12.262915,0.05
